workload,input,delivery,frames,payload_bytes,readers,groups_per_sample,ns_per_frame,allocations,requested_bytes,peak_live_bytes,cached_live_bytes,retained_live_bytes,retained_payload_bytes,wakes
fixed-262144,Owned,Backlog,32,8388608,1,1,267.69,39,9252,7396,7396,0,64,0
fixed-262144,Owned,Live,32,8388608,1,1,343.78,40,9444,7588,7588,0,64,33
fixed-262144,Owned,Fanout,32,8388608,8,1,1558.56,94,18948,15044,14980,0,64,264
fixed-262144,StreamOwned,Backlog,32,8388608,1,1,435.81,71,11556,7468,7396,0,64,0
fixed-262144,StreamOwned,Live,32,8388608,1,1,583.28,104,12260,7676,7676,88,64,97
fixed-262144,StreamOwned,Fanout,32,8388608,8,1,2485.62,446,29444,15148,15068,88,64,776
fixed-262144,Split,Backlog,32,8388608,1,1,8340.69,135,8400676,8398820,8398820,262232,64,0
fixed-262144,Split,Live,32,8388608,1,1,12193.88,200,8401892,8399028,8399028,262232,64,129
fixed-262144,Split,Fanout,32,8388608,8,1,12338.22,798,8424708,8406484,8406420,262232,64,1032
fixed-262144,Chunk1200,Backlog,32,8388608,1,1,19133.19,135,8400676,8398820,8398820,262232,64,0
fixed-262144,Chunk1200,Live,32,8388608,1,1,35318.03,7144,8512996,8399028,8399028,262232,64,7073
fixed-262144,Chunk1200,Fanout,32,8388608,8,1,123589.38,63294,9757956,8406484,8406420,262232,64,56584
fixed-262144,Chunk16k,Backlog,32,8388608,1,1,9741.44,135,8400676,8398820,8398820,262232,64,0
fixed-262144,Chunk16k,Live,32,8388608,1,1,11449.66,648,8409060,8399028,8399028,262232,64,577
fixed-262144,Chunk16k,Fanout,32,8388608,8,1,20911.84,4830,8510724,8406484,8406420,262232,64,4616
fixed-1048576,Owned,Backlog,8,8388608,1,1,435.75,37,6948,6244,6244,0,64,0
fixed-1048576,Owned,Live,8,8388608,1,1,495.88,38,7140,6436,6436,0,64,9
fixed-1048576,Owned,Fanout,8,8388608,8,1,1988.75,68,15108,13892,13828,0,64,72
fixed-1048576,StreamOwned,Backlog,8,8388608,1,1,602.50,45,7524,6316,6244,0,64,0
fixed-1048576,StreamOwned,Live,8,8388608,1,1,688.75,54,7844,6524,6524,88,64,25
fixed-1048576,StreamOwned,Fanout,8,8388608,8,1,2835.38,156,17732,13996,13916,88,64,200
fixed-1048576,Split,Backlog,8,8388608,1,1,206491.00,61,8396260,8395556,8395556,1048664,64,0
fixed-1048576,Split,Live,8,8388608,1,1,213434.00,78,8396708,8395764,8395764,1048664,64,33
fixed-1048576,Split,Fanout,8,8388608,8,1,209958.88,244,8408004,8403220,8403156,1048664,64,264
fixed-1048576,Chunk1200,Backlog,8,8388608,1,1,244735.50,61,8396260,8395556,8395556,1048664,64,0
fixed-1048576,Chunk1200,Live,8,8388608,1,1,325438.50,7054,8508324,8395764,8395764,1048664,64,7009
fixed-1048576,Chunk1200,Fanout,8,8388608,8,1,663738.75,63028,9747396,8403220,8403156,1048664,64,56072
fixed-1048576,Chunk16k,Backlog,8,8388608,1,1,242945.75,61,8396260,8395556,8395556,1048664,64,0
fixed-1048576,Chunk16k,Live,8,8388608,1,1,223402.75,574,8404644,8395764,8395764,1048664,64,529
fixed-1048576,Chunk16k,Fanout,8,8388608,8,1,246841.88,4708,8503236,8403220,8403156,1048664,64,4232
mixed-audio,Owned,Backlog,50,19000,1,40,216.78,40,12324,8932,8932,0,64,0
mixed-audio,Owned,Live,50,19000,1,40,279.35,41,12516,9124,9124,0,64,51
mixed-audio,Owned,Fanout,50,19000,8,40,1393.24,113,23172,16580,16516,0,64,408
mixed-audio,StreamOwned,Backlog,50,19000,1,40,333.47,90,15924,9004,8932,0,64,0
mixed-audio,StreamOwned,Live,50,19000,1,40,509.94,141,16916,9212,9212,88,64,151
mixed-audio,StreamOwned,Fanout,50,19000,8,40,2246.53,663,39572,16684,16604,88,64,1208
mixed-audio,Split,Backlog,50,19000,1,40,488.61,156,49620,46228,46228,16504,64,0
mixed-audio,Split,Live,50,19000,1,40,697.82,257,51412,46436,46436,16504,64,201
mixed-audio,Split,Fanout,50,19000,8,40,2681.80,1179,82868,53892,53828,16504,64,1608
mixed-audio,Chunk1200,Backlog,50,19000,1,40,416.01,190,36124,29204,29132,1024,64,0
mixed-audio,Chunk1200,Live,50,19000,1,40,551.45,241,37116,29412,29412,1112,64,151
mixed-audio,Chunk1200,Fanout,50,19000,8,40,2312.71,763,59772,36868,36804,1112,64,1208
mixed-audio,Chunk16k,Backlog,50,19000,1,40,397.41,190,36124,29204,29132,1024,64,0
mixed-audio,Chunk16k,Live,50,19000,1,40,497.57,241,37116,29412,29412,1112,64,151
mixed-audio,Chunk16k,Fanout,50,19000,8,40,2176.89,763,59772,36868,36804,1112,64,1208
mixed-video,Owned,Backlog,60,1323008,1,6,244.65,40,12324,8932,8932,0,64,0
mixed-video,Owned,Live,60,1323008,1,6,277.58,41,12516,9124,9124,0,64,61
mixed-video,Owned,Fanout,60,1323008,8,6,1556.40,123,23812,16580,16516,0,64,488
mixed-video,StreamOwned,Backlog,60,1323008,1,6,371.17,100,16644,9004,8932,0,64,0
mixed-video,StreamOwned,Live,60,1323008,1,6,495.24,161,17796,9212,9212,88,64,181
mixed-video,StreamOwned,Fanout,60,1323008,8,6,2562.16,783,43492,16684,16604,88,64,1448
mixed-video,Split,Backlog,60,1323008,1,6,8105.83,203,1574756,1571364,1571364,65656,64,0
mixed-video,Split,Live,60,1323008,1,6,1464.73,324,1576868,1571572,1571572,65656,64,241
mixed-video,Split,Fanout,60,1323008,8,6,11760.93,1426,1613124,1579028,1578964,65656,64,1928
mixed-video,Chunk1200,Backlog,60,1323008,1,6,9176.82,203,1574756,1571364,1571364,65656,64,0
mixed-video,Chunk1200,Live,60,1323008,1,6,4984.91,1339,1593108,1571572,1571572,65656,64,1256
mixed-video,Chunk1200,Fanout,60,1323008,8,6,20525.67,10561,1808004,1579028,1578964,65656,64,10048
mixed-video,Chunk16k,Backlog,60,1323008,1,6,7956.47,222,1374044,1367844,1367844,65656,64,0
mixed-video,Chunk16k,Live,60,1323008,1,6,8176.33,318,1375756,1368052,1368052,65656,64,216
mixed-video,Chunk16k,Fanout,60,1323008,8,6,7240.48,1220,1407612,1375508,1375444,65656,64,1728
