workload,input,delivery,frames,payload_bytes,readers,groups_per_sample,ns_per_frame,allocations,requested_bytes,peak_live_bytes,cached_live_bytes,retained_live_bytes,retained_payload_bytes,wakes
fixed-16384,StreamOwned,Backlog,60,983040,1,8,429.22,100,16620,8980,8908,0,64,0
fixed-16384,StreamOwned,Live,60,983040,1,8,578.52,161,17772,9188,9188,88,64,181
fixed-16384,StreamOwned,Fanout,60,983040,8,8,2285.76,783,43468,16660,16580,88,64,1448
fixed-16384,Split,Backlog,60,983040,1,8,954.34,220,1000620,997228,997228,16472,64,0
fixed-16384,Split,Live,60,983040,1,8,3046.90,341,1002732,997436,997436,16472,64,241
fixed-16384,Split,Fanout,60,983040,8,8,8468.47,1443,1038988,1004892,1004828,16472,64,1928
fixed-16384,Chunk1200,Backlog,60,983040,1,8,1399.95,220,1000620,997228,997228,16472,64,0
fixed-16384,Chunk1200,Live,60,983040,1,8,2311.70,1061,1014252,997436,997436,16472,64,961
fixed-16384,Chunk1200,Fanout,60,983040,8,8,14011.42,7923,1177228,1004892,1004828,16472,64,7688
fixed-16384,Chunk16k,Backlog,60,983040,1,8,5061.25,220,1001100,993460,993388,16408,64,0
fixed-16384,Chunk16k,Live,60,983040,1,8,5413.98,281,1002252,993668,993668,16496,64,181
fixed-16384,Chunk16k,Fanout,60,983040,8,8,7189.19,903,1027948,1001124,1001060,16496,64,1448
fixed-32768,Owned,Backlog,60,1966080,1,4,245.59,40,12300,8908,8908,0,64,0
fixed-32768,Owned,Live,60,1966080,1,4,297.02,41,12492,9100,9100,0,64,61
fixed-32768,Owned,Fanout,60,1966080,8,4,1572.54,123,23788,16556,16492,0,64,488
fixed-32768,StreamOwned,Backlog,60,1966080,1,4,483.37,100,16620,8980,8908,0,64,0
fixed-32768,StreamOwned,Live,60,1966080,1,4,686.71,161,17772,9188,9188,88,64,181
fixed-32768,StreamOwned,Fanout,60,1966080,8,4,2458.62,783,43468,16660,16580,88,64,1448
fixed-32768,Split,Backlog,60,1966080,1,4,9823.86,220,1983660,1980268,1980268,32856,64,0
fixed-32768,Split,Live,60,1966080,1,4,4728.35,341,1985772,1980476,1980476,32856,64,241
fixed-32768,Split,Fanout,60,1966080,8,4,14640.00,1443,2022028,1987932,1987868,32856,64,1928
fixed-32768,Chunk1200,Backlog,60,1966080,1,4,10403.74,220,1983660,1980268,1980268,32856,64,0
fixed-32768,Chunk1200,Live,60,1966080,1,4,6894.56,1901,2010732,1980476,1980476,32856,64,1801
fixed-32768,Chunk1200,Fanout,60,1966080,8,4,26625.63,15483,2321548,1987932,1987868,32856,64,14408
fixed-32768,Chunk16k,Backlog,60,1966080,1,4,9303.84,220,1983660,1980268,1980268,32856,64,0
fixed-32768,Chunk16k,Live,60,1966080,1,4,3318.95,341,1985772,1980476,1980476,32856,64,241
fixed-32768,Chunk16k,Fanout,60,1966080,8,4,14403.39,1443,2022028,1987932,1987868,32856,64,1928
fixed-65536,Owned,Backlog,60,3932160,1,2,224.76,40,12300,8908,8908,0,64,0
fixed-65536,Owned,Live,60,3932160,1,2,288.04,41,12492,9100,9100,0,64,61
fixed-65536,Owned,Fanout,60,3932160,8,2,1557.17,123,23788,16556,16492,0,64,488
fixed-65536,StreamOwned,Backlog,60,3932160,1,2,429.64,100,16620,8980,8908,0,64,0
fixed-65536,StreamOwned,Live,60,3932160,1,2,553.54,161,17772,9188,9188,88,64,181
fixed-65536,StreamOwned,Fanout,60,3932160,8,2,2362.94,783,43468,16660,16580,88,64,1448
fixed-65536,Split,Backlog,60,3932160,1,2,10336.95,220,3949740,3946348,3946348,65624,64,0
fixed-65536,Split,Live,60,3932160,1,2,5771.44,341,3951852,3946556,3946556,65624,64,241
fixed-65536,Split,Fanout,60,3932160,8,2,26355.75,1443,3988108,3954012,3953948,65624,64,1928
fixed-65536,Chunk1200,Backlog,60,3932160,1,2,11256.51,220,3949740,3946348,3946348,65624,64,0
fixed-65536,Chunk1200,Live,60,3932160,1,2,9543.29,3521,4002732,3946556,3946556,65624,64,3421
fixed-65536,Chunk1200,Fanout,60,3932160,8,2,50968.06,30063,4598668,3954012,3953948,65624,64,27368
fixed-65536,Chunk16k,Backlog,60,3932160,1,2,10638.27,220,3949740,3946348,3946348,65624,64,0
fixed-65536,Chunk16k,Live,60,3932160,1,2,5336.28,461,3953772,3946556,3946556,65624,64,361
fixed-65536,Chunk16k,Fanout,60,3932160,8,2,27272.82,2523,4011148,3954012,3953948,65624,64,2888
fixed-65537,Owned,Backlog,60,3932220,1,2,253.39,40,12300,8908,8908,0,64,0
fixed-65537,Owned,Live,60,3932220,1,2,298.89,41,12492,9100,9100,0,64,61
fixed-65537,Owned,Fanout,60,3932220,8,2,1576.55,123,23788,16556,16492,0,64,488
fixed-65537,StreamOwned,Backlog,60,3932220,1,2,421.62,100,16620,8980,8908,0,64,0
fixed-65537,StreamOwned,Live,60,3932220,1,2,557.55,161,17772,9188,9188,88,64,181
fixed-65537,StreamOwned,Fanout,60,3932220,8,2,2452.28,783,43468,16660,16580,88,64,1448
fixed-65537,Split,Backlog,60,3932220,1,2,10302.72,220,3949800,3946408,3946408,65625,64,0
fixed-65537,Split,Live,60,3932220,1,2,4750.77,341,3951912,3946616,3946616,65625,64,241
fixed-65537,Split,Fanout,60,3932220,8,2,26312.33,1443,3988168,3954072,3954008,65625,64,1928
fixed-65537,Chunk1200,Backlog,60,3932220,1,2,11312.03,220,3949800,3946408,3946408,65625,64,0
fixed-65537,Chunk1200,Live,60,3932220,1,2,11530.69,3521,4002792,3946616,3946616,65625,64,3421
fixed-65537,Chunk1200,Fanout,60,3932220,8,2,51317.72,30063,4598728,3954072,3954008,65625,64,27368
fixed-65537,Chunk16k,Backlog,60,3932220,1,2,9114.82,220,3949800,3946408,3946408,65625,64,0
fixed-65537,Chunk16k,Live,60,3932220,1,2,5087.48,521,3954792,3946616,3946616,65625,64,421
fixed-65537,Chunk16k,Fanout,60,3932220,8,2,27915.60,3063,4022728,3954072,3954008,65625,64,3368
fixed-262144,Owned,Backlog,32,8388608,1,1,303.69,39,9228,7372,7372,0,64,0
fixed-262144,Owned,Live,32,8388608,1,1,345.03,40,9420,7564,7564,0,64,33
fixed-262144,Owned,Fanout,32,8388608,8,1,1629.00,94,18924,15020,14956,0,64,264
fixed-262144,StreamOwned,Backlog,32,8388608,1,1,417.34,71,11532,7444,7372,0,64,0
fixed-262144,StreamOwned,Live,32,8388608,1,1,551.34,104,12236,7652,7652,88,64,97
fixed-262144,StreamOwned,Fanout,32,8388608,8,1,2530.06,446,29420,15124,15044,88,64,776
fixed-262144,Split,Backlog,32,8388608,1,1,9599.59,135,8400652,8398796,8398796,262232,64,0
fixed-262144,Split,Live,32,8388608,1,1,12521.03,200,8401868,8399004,8399004,262232,64,129
fixed-262144,Split,Fanout,32,8388608,8,1,11279.34,798,8424684,8406460,8406396,262232,64,1032
fixed-262144,Chunk1200,Backlog,32,8388608,1,1,17798.81,135,8400652,8398796,8398796,262232,64,0
fixed-262144,Chunk1200,Live,32,8388608,1,1,29823.62,7144,8512972,8399004,8399004,262232,64,7073
fixed-262144,Chunk1200,Fanout,32,8388608,8,1,109730.19,63294,9757932,8406460,8406396,262232,64,56584
fixed-262144,Chunk16k,Backlog,32,8388608,1,1,9080.53,135,8400652,8398796,8398796,262232,64,0
fixed-262144,Chunk16k,Live,32,8388608,1,1,13844.16,648,8409036,8399004,8399004,262232,64,577
fixed-262144,Chunk16k,Fanout,32,8388608,8,1,18225.22,4830,8510700,8406460,8406396,262232,64,4616
fixed-1048576,Owned,Backlog,8,8388608,1,1,437.12,37,6924,6220,6220,0,64,0
fixed-1048576,Owned,Live,8,8388608,1,1,517.12,38,7116,6412,6412,0,64,9
fixed-1048576,Owned,Fanout,8,8388608,8,1,2171.62,68,15084,13868,13804,0,64,72
fixed-1048576,StreamOwned,Backlog,8,8388608,1,1,621.25,45,7500,6292,6220,0,64,0
fixed-1048576,StreamOwned,Live,8,8388608,1,1,717.62,54,7820,6500,6500,88,64,25
fixed-1048576,StreamOwned,Fanout,8,8388608,8,1,2735.12,156,17708,13972,13892,88,64,200
fixed-1048576,Split,Backlog,8,8388608,1,1,204676.38,61,8396236,8395532,8395532,1048664,64,0
fixed-1048576,Split,Live,8,8388608,1,1,204884.25,78,8396684,8395740,8395740,1048664,64,33
fixed-1048576,Split,Fanout,8,8388608,8,1,207819.75,244,8407980,8403196,8403132,1048664,64,264
fixed-1048576,Chunk1200,Backlog,8,8388608,1,1,243660.88,61,8396236,8395532,8395532,1048664,64,0
fixed-1048576,Chunk1200,Live,8,8388608,1,1,292065.75,7054,8508300,8395740,8395740,1048664,64,7009
fixed-1048576,Chunk1200,Fanout,8,8388608,8,1,621892.50,63028,9747372,8403196,8403132,1048664,64,56072
fixed-1048576,Chunk16k,Backlog,8,8388608,1,1,208051.38,61,8396236,8395532,8395532,1048664,64,0
fixed-1048576,Chunk16k,Live,8,8388608,1,1,217891.12,574,8404620,8395740,8395740,1048664,64,529
fixed-1048576,Chunk16k,Fanout,8,8388608,8,1,238801.75,4708,8503212,8403196,8403132,1048664,64,4232
mixed-audio,Owned,Backlog,50,19000,1,40,248.42,40,12300,8908,8908,0,64,0
mixed-audio,Owned,Live,50,19000,1,40,282.10,41,12492,9100,9100,0,64,51
mixed-audio,Owned,Fanout,50,19000,8,40,1392.31,113,23148,16556,16492,0,64,408
mixed-audio,StreamOwned,Backlog,50,19000,1,40,376.93,90,15900,8980,8908,0,64,0
mixed-audio,StreamOwned,Live,50,19000,1,40,508.76,141,16892,9188,9188,88,64,151
mixed-audio,StreamOwned,Fanout,50,19000,8,40,2237.93,663,39548,16660,16580,88,64,1208
mixed-audio,Split,Backlog,50,19000,1,40,466.56,190,35700,32308,32308,1088,64,0
mixed-audio,Split,Live,50,19000,1,40,656.76,291,37492,32516,32516,1088,64,201
mixed-audio,Split,Fanout,50,19000,8,40,2709.71,1213,68948,39972,39908,1088,64,1608
mixed-audio,Chunk1200,Backlog,50,19000,1,40,392.40,190,36100,29180,29108,1024,64,0
mixed-audio,Chunk1200,Live,50,19000,1,40,606.81,241,37092,29388,29388,1112,64,151
mixed-audio,Chunk1200,Fanout,50,19000,8,40,2247.99,763,59748,36844,36780,1112,64,1208
mixed-audio,Chunk16k,Backlog,50,19000,1,40,392.42,190,36100,29180,29108,1024,64,0
mixed-audio,Chunk16k,Live,50,19000,1,40,607.63,241,37092,29388,29388,1112,64,151
mixed-audio,Chunk16k,Fanout,50,19000,8,40,2207.46,763,59748,36844,36780,1112,64,1208
mixed-video,Owned,Backlog,60,1323008,1,6,245.74,40,12300,8908,8908,0,64,0
mixed-video,Owned,Live,60,1323008,1,6,252.08,41,12492,9100,9100,0,64,61
mixed-video,Owned,Fanout,60,1323008,8,6,1552.95,123,23788,16556,16492,0,64,488
mixed-video,StreamOwned,Backlog,60,1323008,1,6,404.15,100,16620,8980,8908,0,64,0
mixed-video,StreamOwned,Live,60,1323008,1,6,531.67,161,17772,9188,9188,88,64,181
mixed-video,StreamOwned,Fanout,60,1323008,8,6,2373.80,783,43468,16660,16580,88,64,1448
mixed-video,Split,Backlog,60,1323008,1,6,1080.59,220,1340588,1337196,1337196,32856,64,0
mixed-video,Split,Live,60,1323008,1,6,1947.83,341,1342700,1337404,1337404,32856,64,241
mixed-video,Split,Fanout,60,1323008,8,6,4870.05,1443,1378956,1344860,1344796,32856,64,1928
mixed-video,Chunk1200,Backlog,60,1323008,1,6,2066.47,220,1340588,1337196,1337196,32856,64,0
mixed-video,Chunk1200,Live,60,1323008,1,6,3866.91,1356,1358940,1337404,1337404,32856,64,1256
mixed-video,Chunk1200,Fanout,60,1323008,8,6,13912.95,10578,1573836,1344860,1344796,32856,64,10048
mixed-video,Chunk16k,Backlog,60,1323008,1,6,7825.11,220,1340900,1334700,1334700,32856,64,0
mixed-video,Chunk16k,Live,60,1323008,1,6,8755.02,316,1342612,1334908,1334908,32856,64,216
mixed-video,Chunk16k,Fanout,60,1323008,8,6,7748.74,1218,1374468,1342364,1342300,32856,64,1728
